OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,SHAPEAREA,SHAPELEN
21440,2020,CA,CDF,NEU,NELSON,00013212,2020/06/18 00:00:00+00,2020/06/23 00:00:00+00,11,,110,109.60227966,1,1,,733134.69847985,4179.74314207098
21441,2020,CA,CDF,NEU,AMORUSO,00011799,2020/06/01 00:00:00+00,2020/06/04 00:00:00+00,2,,670,685.58502197,1,1,,4578171.898799,12399.3753905303
21442,2020,CA,CDF,NEU,ATHENS,00018493,2020/08/10 00:00:00+00,2020/03/01 00:00:00+00,14,,26,27.30047989,1,1,,182387.64041229,2119.19412004922
21443,2020,CA,CDF,NEU,FLEMING,00007619,2020/03/31 00:00:00+00,2020/04/01 00:00:00+00,9,,13,12.93154526,1,1,,86679.4234022,2029.52488137366
21444,2020,CA,CDF,NEU,MELANESE,00008471,2020/04/14 00:00:00+00,2020/04/19 00:00:00+00,18,,10.3,10.31596375,1,1,,70179.1223473,1342.74290294874
21445,2020,CA,CDF,NEU,PFE,00014858,2020/07/05 00:00:00+00,2020/07/05 00:00:00+00,14,,36,36.701931,1,1,,244431.516854585,3012.19835359805
21446,2020,CA,DOD,BEA,VALLEY,00015865,2020/07/15 00:00:00+00,2020/07/16 00:00:00+00,14,Beale Air Force Base,377,376.91040039,1,1,,2538316.86324515,9803.35036419848
21447,2020,CA,CDF,NEU,WALDO,00015275,2020/07/09 00:00:00+00,2020/07/12 00:00:00+00,9,,10.7,10.10221195,1,1,,68043.04136617,1425.986342255
21448,2020,CA,CDF,NEU,WILLOW,00006064,2020/03/10 00:00:00+00,2020/03/11 00:00:00+00,5,,34,33.9738884,1,1,,230549.785054575,2477.15181548502
21449,2020,CA,CDF,NEU,WILLOWS,00021423,2020/09/09 00:00:00+00,2020/10/13 00:00:00+00,7,,1311,1309.08996582,3,1,,8877495.80679989,15221.4105433228
21450,2020,CA,CDF,NEU,DYER,00015012,2020/07/06 00:00:00+00,2020/07/06 00:00:00+00,8,,195,194.66029358,1,1,,1296860.60847706,7757.2468376968
21451,2020,CA,CDF,NEU,FARRIER,00016781,2020/07/24 00:00:00+00,2020/07/31 00:00:00+00,8,,22.7,22.63429832,1,1,,150787.430568945,1693.89812956508
21452,2020,CA,CDF,NEU,FIELDS,00023897,2020/10/06 00:00:00+00,2020/10/09 00:00:00+00,5,,55,55.32843399,1,1,,373125.24642271,3143.53099865324
21453,2020,CA,CDF,NEU,JONES,00019231,2020/08/17 00:00:00+00,2020/09/28 00:00:00+00,1,aka INDIAN,705,705.54602051,3,1,,4770841.8037345,15226.0547698692
21454,2020,CA,DOD,BEA,PAVE PAWS,00017717,2020/08/02 00:00:00+00,2020/08/02 00:00:00+00,11,Beale Air Force Base,532,532.77331543,1,1,,3589054.98466394,10122.6892482084
21455,2020,CA,CDF,NEU,RIOSA,00012970,2020/06/15 00:00:00+00,2020/06/15 00:00:00+00,11,,13.8,13.69471741,1,1,,91856.85006831,1743.67087359753
21456,2020,CA,CDF,BTU,NELSON,00006825,2020/06/17 00:00:00+00,2020/06/25 00:00:00+00,14,,95,103.33156586,1,1,,703657.63935539,5758.36450762367
21458,2020,CA,CDF,BTU,POTTERS ,00009692,2020/08/17 00:00:00+00,2020/09/10 00:00:00+00,1,2020 BUTTE LIGHTNING COMPLEX,710,925.40185547,1,1,,6307904.03635001,16613.4839079052
21459,2020,CA,CDF,BTU,CASSCADE CREEK,00009703,2020/08/17 00:00:00+00,2020/09/10 00:00:00+00,1,2020 BUTTE LIGHTNING COMPLEX,12,260.17556763,1,1,,1780346.9102,7022.57492736645
21460,2020,CA,CDF,BTU,TEDDY,00006891,2020/06/18 00:00:00+00,2020/06/23 00:00:00+00,14,,134,13.27956486,1,1,,90049.4963,1648.63306678999
21461,2020,CA,CDF,CZU,COAST,00003906,2020/06/29 00:00:00+00,2020/06/29 00:00:00+00,7,,20,20.20829964,7,1,,128343.170571035,1702.00092173808
21463,2020,CA,CDF,MEU,OAK,00010700,2020/09/07 00:00:00+00,2020/09/28 00:00:00+00,9,,1100,1146.46582031,7,1,,7799786.21433713,18184.1175761056
21464,2020,CA,CDF,MEU,CREEK,00009786,2020/08/18 00:00:00+00,2020/08/26 00:00:00+00,10,,820,834.24420166,7,1,,5727850.42384242,12821.8131524768
21465,2020,CA,CDF,MEU,3-19,00009781,2020/08/18 00:00:00+00,2020/10/21 00:00:00+00,1,,62,65.00854492,4,1,,439629.10712489,2611.28660930833
21466,2020,CA,CDF,MEU,VINEYARD,00006489,2020/06/09 00:00:00+00,2020/06/18 00:00:00+00,2,,150,150.49449158,1,1,,1007057.35493218,5675.64591642705
21467,2020,CA,CDF,MEU,MINA,00009342,2020/08/10 00:00:00+00,2020/08/15 00:00:00+00,4,,170,158.8691864,2,1,,1091466.03412326,5106.02978623229
21468,2020,CA,CDF,HUU,BEAR,00001401,2020/02/15 00:00:00+00,2020/02/15 00:00:00+00,5,,11,10.47374439,1,1,,73476.61029862,1526.38940102691
21469,2020,CA,CDF,HUU,REDWOOD,00009006,2020/10/23 00:00:00+00,2020/10/23 00:00:00+00,2,,102,101.40028381,1,1,,711099.623747345,3753.85290462796
21470,2020,CA,CDF,TGU,GRIZZLY,00002412,2020/03/02 00:00:00+00,2020/03/06 00:00:00+00,14,,154,155.27297974,1,1,,1064278.57662465,6540.58364120055
21471,2020,CA,CDF,TGU,BEEGUM,00002023,2020/02/22 00:00:00+00,2020/02/23 00:00:00+00,18,,200,181.44044495,2,1,,1264981.53670996,10696.8165089715
21472,2020,CA,CDF,TGU,4-8,00008808,2020/08/17 00:00:00+00,2020/08/18 00:00:00+00,1,,300,278.00997925,1,1,,1891689.63882624,8954.96718823916
21473,2020,CA,CDF,TGU,ELK,00008702,2020/08/16 00:00:00+00,2020/08/17 00:00:00+00,1,,727,730.48138428,1,1,,4982413.33726191,12016.1387165463
21474,2020,CA,CDF,TGU,RED,00004162,2020/04/23 00:00:00+00,2020/04/24 00:00:00+00,5,,26.4,26.40666008,1,1,,182659.873484695,2684.26888740644
21475,2020,CA,CDF,HUU,MINE,00011303,2020/12/24 00:00:00+00,2020/12/24 00:00:00+00,5,,11,11.07413006,1,1,,77436.892970475,1825.2288103064
21476,2020,CA,CDF,BTU,AVOCADO,00007464,2020/06/30 00:00:00+00,2020/07/11 00:00:00+00,14,,136,137.58137512,1,1,,933389.975000005,4076.50403370737
21477,2020,CA,CDF,BTU,HONCUT,00006966,2020/06/20 00:00:00+00,2020/06/22 00:00:00+00,14,,89,88.18583679,1,1,,597747.50290001,4162.19845369797
21478,2020,CA,CDF,BTU,GRAND,00012308,2020/10/15 00:00:00+00,2020/10/20 00:00:00+00,14, ,30,31.06108475,1,1,,211492.505800045,3068.50147022472
21479,2020,CA,CCO,ORC,PARK FIRE,20075598,2020/07/05 00:00:00+00,2020/07/07 00:00:00+00,14, ,21,24.09784126,1,1,,141579.5073,2020.07946634423
21483,2020,CA,CDF,BTU,CLARK,00009565,2020/08/14 00:00:00+00,2020/08/14 00:00:00+00,14,,110,106.78495789,1,1,,729464.867142655,5533.23641585483
21484,2020,CA,CDF,NEU,DULUTH,00018540,2020/08/10 00:00:00+00,2020/08/12 00:00:00+00,10,,65,71.94994354,1,1,,480239.207559445,5784.25707851587
21485,2020,CA,CDF,NEU,KARCHNER,00002117,2020/06/05 00:00:00+00,2020/06/06 00:00:00+00,2,,30,30.0249424,1,1,,201532.58784095,1974.73053588145
21486,2020,CA,LRA,NEU,SIMPSON,00024660,2020/10/15 00:00:00+00,2020/10/17 00:00:00+00,14,Yuba City Fire,29,28.57457542,6,1,,192491.07013298,1971.42970744524
21487,2020,CA,CDF,NEU,WATT,00012647,2020/06/11 00:00:00+00,2020/06/13 00:00:00+00,14,,40,39.86606216,1,1,,265518.179158995,3532.94795753186
21488,2020,CA,CDF,NEU,LOCUST,00031508,2020/12/31 00:00:00+00,2020/01/31 00:00:00+00,5,,16,15.85950565,1,1,,105708.16045431,1604.8734175529
21489,2020,CA,CDF,BTU,GARDEN,00005015,2020/05/06 00:00:00+00,2020/05/09 00:00:00+00,2,,50,49.00878143,1,1,,334118.9326,3611.3786632309
21490,2020,CA,CDF,BTU,FEATHER,00008456,2020/07/20 00:00:00+00,2020/07/22 00:00:00+00,14,,14.9,14.74074364,1,1,,100343.899392125,1522.43747144389
21491,2020,CA,CDF,SKU,BADGER,00005356,2020/07/18 00:00:00+00,2020/07/19 00:00:00+00,10, ,557,557.30609131,1,1,,4060376.10661847,13506.5666546717
21492,2020,CA,CDF,SKU,MINER,00005595,2020/07/25 00:00:00+00,2020/07/25 00:00:00+00,14,,22,23.13611031,1,1,,166418.52768177,2899.10965473077
21493,2020,CA,CDF,SKU,JENNY 2-3,00005678,2020/07/27 00:00:00+00,2020/07/27 00:00:00+00,1,From ODF aka Jenny Creek Fed Inc# ORMED-000227,12,14.63707829,1,1,,107366.679150565,1594.56253822043
21494,2020,CA,CDF,SKU,SCHOOLHOUSE,00007096,2020/09/09 00:00:00+00,2020/09/09 00:00:00+00,14,,36,37.06403732,1,1,,269098.14051099,2367.92669462454
21495,2020,CA,CDF,SKU,TOWNSEND,00003484,2020/05/17 00:00:00+00,2020/05/17 00:00:00+00,5,,13.74,13.73042679,1,1,,99819.97966792,1808.09866734451
21496,2020,CA,CDF,SKU,SHACKLEFORD,00007137,2020/09/11 00:00:00+00,2020/09/11 00:00:00+00,14,,37,37.65026855,1,1,,272468.94269546,2903.04477880394
21497,2020,CA,CDF,TCU,MOC,00009457,2020/08/20 00:00:00+00,2020/09/05 00:00:00+00,9,Cause= Weed Eating,2857.36,2857.60546875,1,1,,18547049.6084,24671.348162882
21498,2020,CA,CDF,TCU,SALT,00009353,2020/08/18 00:00:00+00,2020/08/28 00:00:00+00,9,Cause = Grinding,1593.91,1593.73217773,1,1,,10403242.5917,16443.5169626723
21499,2020,CA,CDF,TCU,WALKER,00006494,2020/06/16 00:00:00+00,2020/06/23 00:00:00+00,9,Cause = Grinding,1422,1398.00378418,2,1,,9143297.86875006,19226.9033482324
21500,2020,CA,CCO,KRN,BAKER,02024545,2020/06/17 00:00:00+00,2020/06/18 00:00:00+00,14,,165.17979978,165.17973328,1,1,,1006161.87982535,7573.07340234438
21501,2020,CA,CCO,KRN,BENA,02027271,2020/07/01 00:00:00+00,2020/07/05 00:00:00+00,14,SRA,2884.44390817,2884.41015625,1,1,,17566953.1488464,21314.9720002699
21502,2020,CA,CCO,KRN,FLAT,02028833,2020/07/09 00:00:00+00,2020/07/12 00:00:00+00,14,Crew 10,40.09774479,40.12797165,1,1,,244002.384764025,3515.80880535906
21503,2020,CA,CCO,KRN,COMANCHE,02031924,2020/07/26 00:00:00+00,2020/07/27 00:00:00+00,14,,66.11648805,66.15605164,1,1,,401194.15465651,4069.53776736989
21504,2020,CA,CCO,KRN,SHEEP,02032616,2020/07/30 00:00:00+00,2020/07/30 00:00:00+00,14,,233.05617739,233.05606079,1,1,,1413545.79072601,7205.22539181202
21505,2020,CA,CCO,KRN,RESERVE,02033499,2020/08/04 00:00:00+00,2020/08/05 00:00:00+00,14,West wind. ,11.50082577,11.50082397,1,1,,70018.63708346,1757.17078934182
21506,2020,CA,CCO,KRN,JOHNSON,02033650,2020/08/05 00:00:00+00,2020/08/06 00:00:00+00,14,,37.95109591,38.0729599,1,1,,230876.136011515,2953.05653054323
21507,2020,CA,BLM,CND,SODA,00034749,2020/06/17 00:00:00+00,2020/06/17 00:00:00+00,1,IRWINID 3c1195d7-ac3c-4a9c-b918-007c11227750 KRN inc# 034749,,421.46990967,1,1,,2545329.88729949,8257.52921044882
21508,2020,CA,CCO,KRN,WOODY,02035078,2020/08/14 00:00:00+00,2020/08/14 00:00:00+00,14,,90.57170268,90.52191162,1,1,,555702.70108279,3524.33323410304
21509,2020,CA,CCO,KRN,BLUE,02035487,2020/08/16 00:00:00+00,2020/08/17 00:00:00+00,14,Crew 10,19.89914145,19.94944572,1,1,,120367.206282405,1994.0946108073
21510,2020,CA,CCO,KRN,SHERWOOD,02037640,2020/08/29 00:00:00+00,2020/08/29 00:00:00+00,14,,41.18887316,44.59859467,1,1,,273941.79672172,2299.93972550764
21511,2020,CA,CCO,KRN,VISTA ,02039431,2020/09/09 00:00:00+00,2020/09/09 00:00:00+00,14,,34.7179629,34.71795654,1,1,,210541.74606545,2535.84786668425
21512,2020,CA,CCO,KRN,GARCES,02041011,2020/09/19 00:00:00+00,2020/09/19 00:00:00+00,14,,10.84567745,10.84566784,1,1,,66796.20805688,1328.69379704319
21513,2020,CA,CCO,KRN,LILAC,02045515,2020/10/18 00:00:00+00,2020/10/19 00:00:00+00,14,C10,52.84682059,52.8468132,1,1,,320521.62584297,3232.5481080167
21514,2020,CA,CCO,KRN,WATER,02052313,2020/12/02 00:00:00+00,2020/12/03 00:00:00+00,14,Perimeter goes all the way to the freeway ,22.36359649,22.27073097,1,1,,134343.595718595,2196.95767655882
21516,2020,CA,CDF,MMU,HUNTERS,00011682,2020/06/07 00:00:00+00,2020/06/11 00:00:00+00,2,,80,82.14009857,1,1,,530471.38187795,4659.6511182131
21517,2020,CA,CDF,MMU,PASS,00013431,2020/06/28 00:00:00+00,2020/07/01 00:00:00+00,11,,2192,2163.69775391,1,1,,13770400.1204759,16695.5256656152
21518,2020,CA,CDF,MMU,POWER,00014707,2020/07/11 00:00:00+00,2020/07/15 00:00:00+00,11,,108,151.54946899,1,1,,967344.675780685,5184.74950648086
21519,2020,CA,CDF,MMU,BEN,00015036,2020/07/15 00:00:00+00,2020/07/17 00:00:00+00,11,,48,48.12534714,1,1,,309356.23994356,2971.19279253597
21520,2020,CA,CDF,MMU,HENSLEY,00019014,2020/08/30 00:00:00+00,2020/09/02 00:00:00+00,7,,400,398.48147583,1,1,,2538309.84222306,14750.3034082847
21521,2020,CA,CDF,SHF,FRANCISCAN,00008178,2020/08/15 00:00:00+00,2020/08/15 00:00:00+00,2,,15,15.77985668,1,1,,110504.726235465,2337.83404884543
21522,2020,CA,CDF,SHU,BAR,00003809,2020/04/25 00:00:00+00,2020/04/26 00:00:00+00,5,,55,57.78562927,1,1,,406463.137431105,6053.00295156542
21523,2020,CA,CDF,SHU,LEOPARD,00005006,2020/05/31 00:00:00+00,2020/05/31 00:00:00+00,7,,16,16.62900352,1,1,,116484.68041833,2867.55387802562
21524,2020,CA,CCO,SBC,DRUM,02012322,2020/06/14 00:00:00+00,2020/06/17 00:00:00+00,2,SBC 6756,696,695.47058105,1,1,,4167186.65348095,18011.6201144996
21525,2020,CA,CCO,SBC,TWITCHELL,02011706,2020/06/06 00:00:00+00,2020/06/06 00:00:00+00,1,SBC 6375,28,28.68454933,1,1,,173213.107670285,3330.0078902573
21526,2020,CA,CCO,SBC,BALLARD,02023312,2020/10/31 00:00:00+00,2020/10/31 00:00:00+00,14,SBC 12726,17,17.29713821,1,1,,103688.501840505,2112.36366214879
21527,2020,CA,CCO,SBC,GAREY,02025625,2020/11/29 00:00:00+00,2020/12/01 00:00:00+00,2,SBC 13884,12,12.15278816,1,1,,73228.830232665,2428.68898486209
21528,2020,CA,CDF,SHU,PLATINA,00007049,2020/07/19 00:00:00+00,2020/07/21 00:00:00+00,9,,350,339.46661377,1,1,,2374022.10873437,9206.19273346495
21529,2020,CA,CDF,SHU,ROSA,00001895,2020/02/26 00:00:00+00,2020/02/26 00:00:00+00,5,,14,13.27444077,1,1,,93994.506526925,1973.21933085119
21530,2020,CA,CDF,SHU,SPRINGS,00007944,2020/08/09 00:00:00+00,2020/08/09 00:00:00+00,8,,10.25,10.29982281,1,1,,72441.705665185,1425.50139594507
21531,2020,CA,CDF,SHU,PINES,00008109,2020/08/13 00:00:00+00,2020/08/13 00:00:00+00,9,,10.2,15.73702526,1,1,,109947.423783795,1828.76756767573
21532,2020,CA,CDF,BDU,BRUDER,00014963,2020/10/14 00:00:00+00,2020/10/15 00:00:00+00,14,,170,169.54852295,1,1,,1001062.04464276,5739.95944923538
21533,2020,CA,CCO,SBC,HOLLISTER,02010146,2020/05/07 00:00:00+00,2020/05/10 00:00:00+00,11,SBC 5172,156,157.01782227,1,1,,937233.6867303,5267.79834482171
21534,2020,CA,CCO,SBC,KIRSCHEMANN,02010981,2020/05/28 00:00:00+00,2020/05/28 00:00:00+00,2,SBC 6010,29,28.75139236,1,1,,173394.85735699,1724.02976094129
21535,2020,CA,CCO,SBC,VIEW,02011863,2020/06/06 00:00:00+00,2020/06/07 00:00:00+00,11,SBC 6364,77,77.05924225,1,1,,461807.961556095,3887.79850998838
21536,2020,CA,CCO,SBC,GATO,02015948,2020/07/31 00:00:00+00,2020/07/31 00:00:00+00,14,SBC 8694,10,10.23548889,1,1,,61602.990374845,1351.12687391449
21537,2020,CA,CCO,SBC,LITO,02019126,2020/09/07 00:00:00+00,2020/09/07 00:00:00+00,9,SBC 10424,26,25.8224411,1,1,,154580.936146985,1976.45196415521
21538,2020,CA,CCO,SBC,DUTARD,02025052,2020/11/23 00:00:00+00,2020/11/23 00:00:00+00,14,SBC 13664,14,13.63338852,1,1,,82188.73172753,1360.38213833414
21539,2020,CA,CCO,SBC,CLARK,02026762,2020/12/16 00:00:00+00,2020/12/16 00:00:00+00,7,SBC 14571,19,18.82918358,1,1,,113445.046794495,2217.94200819153
21540,2020,CA,CDF,SLU,HUASNA,00005881,2020/05/13 00:00:00+00,2020/05/13 00:00:00+00,5,Embrs from debris pile,47.5,47.42959595,1,1,,287161.289575745,3280.43322588743
21541,2020,CA,CDF,SLU,SODA,00007149,2020/06/10 00:00:00+00,2020/06/10 00:00:00+00,10,Dragging Chains,1680,1653.11437988,6,1,,10073813.3422942,19675.8492383211
21542,2020,CA,CDF,SLU,AVILA,00007409,2020/06/15 00:00:00+00,2020/06/20 00:00:00+00,14,,445,434.29104614,1,1,,2636154.88191139,15280.5362273298
21543,2020,CA,CDF,SLU,GAGE,00008112,2020/06/28 00:00:00+00,2020/06/28 00:00:00+00,2,Tractor mowing,33,33.05523682,1,1,,203234.354933505,3411.53751131949
21544,2020,CA,CDF,SLU,LAKE,00008435,2020/07/04 00:00:00+00,2020/07/04 00:00:00+00,10,Vehicle Accident,583,567.00628662,1,1,,3459823.31545072,14090.654283931
21545,2020,CA,CDF,SLU,SODA,00008356,2020/07/03 00:00:00+00,2020/07/03 00:00:00+00,2,Water Pump,155,152.58662415,1,1,,928273.81709653,4996.19994572542
21546,2020,CA,CDF,SLU,RIATA,00007469,2020/06/16 00:00:00+00,2020/06/16 00:00:00+00,2,ATV,17,15.23253536,1,1,,92896.53047783,1633.05766999665
21547,2020,CA,CDF,SLU,BERRY,00009850,2020/08/01 00:00:00+00,2020/08/01 00:00:00+00,2,Equipment exhaust ,25,24.21436119,1,1,,148446.55042468,2849.76356332259
21548,2020,CA,CDF,SLU,BRANCH,00009669,2020/07/28 00:00:00+00,2020/08/03 00:00:00+00,10,,3222,2922.20385742,7,1,,17791770.350188,37572.3294763067
21549,2020,CA,CDF,SLU,II-2,00010562,2020/08/15 00:00:00+00,2020/08/15 00:00:00+00,1,,68.3,64.87588501,1,1,,392548.392144025,3325.65285161982
21550,2020,CA,CDF,SLU,CARRIZO,00010369,2020/08/12 00:00:00+00,2020/08/12 00:00:00+00,10,,180,184.91741943,1,1,,1126390.38292598,4863.02681330015
21551,2020,CA,CDF,SLU,TOPAZ,00007269,2020/06/12 00:00:00+00,2020/06/12 00:00:00+00,2,Mechanical,157,157.11494446,1,1,,958376.774713575,5750.03558658126
21552,2020,CA,CDF,SLU,POND,00009866,2020/08/01 00:00:00+00,2020/08/09 00:00:00+00,7,,2002,1962.32885742,1,1,,11977219.3446219,27175.7069460052
21553,2020,CA,CDF,SLU,HUTTON,00016175,2020/12/07 00:00:00+00,2020/12/07 00:00:00+00,14,,22,22.70940971,1,1,,137253.642677455,2046.48609845318
21554,2020,CA,CDF,SLU,CRESTA BLANCA,00007158,2020/06/10 00:00:00+00,2020/06/10 00:00:00+00,10,,21,18.42476845,1,1,,112122.3580214,1440.23494561286
21555,2020,CA,CDF,SLU,JUAN,00008489,2020/07/05 00:00:00+00,2020/07/05 00:00:00+00,11,Electrical,33,33.28214264,6,1,,203983.587687195,2251.94180831353
21556,2020,CA,CDF,SLU,PASS,00010018,2020/08/04 00:00:00+00,2020/08/05 00:00:00+00,10,,322,323.17608643,1,1,,1991152.85133994,10759.2125955142
21557,2020,CA,CDF,SLU,III_2,00010544,2020/08/15 00:00:00+00,2020/08/15 00:00:00+00,1,,13,20.43499756,1,1,,125110.84342967,1838.69410207014
21558,2020,CA,CDF,SLU,WHALE,00010533,2020/08/15 00:00:00+00,2020/08/18 00:00:00+00,1,,320,322.33666992,1,1,,1972454.31911099,6142.23057789762
21559,2020,CA,CDF,SLU,PLACER,00110780,2020/08/25 00:00:00+00,2020/08/25 00:00:00+00,2,,53,53.15896988,1,1,,324301.132675735,2960.15171741765
21561,2020,CA,CDF,SHU,POINT,00011061,2020/10/25 00:00:00+00,2020/10/27 00:00:00+00,9,,275,276.65826416,1,1,,1931390.70969883,9622.19599076358
21562,2020,CA,CDF,TUU,GRADE,00000298,2020/06/22 00:00:00+00,2020/06/25 00:00:00+00,7,,1050,1050.24047852,1,1,,6599440.18131505,13592.2228082069
21563,2020,CA,CDF,TUU,FORKS,00000285,2020/06/18 00:00:00+00,2020/06/21 00:00:00+00,15,,130,117.23482513,1,1,,733209.371660615,5251.15750864867
21564,2020,CA,CDF,TUU,SPRINGS,00000289,2020/06/19 00:00:00+00,2020/06/22 00:00:00+00,10,,217,223.88685608,1,1,,1381668.370348,6273.75513190767
21565,2020,CA,CDF,BDU,PITZER,00010332,2020/07/17 00:00:00+00,2020/07/18 00:00:00+00,9,,120,118.78045654,1,1,,707587.06711954,5085.81563824481
21566,2020,CA,CDF,BDU,MENTONE,00014847,2020/10/12 00:00:00+00,2020/10/13 00:00:00+00,10,,79,47.2725296,6,1,,279545.09832284,3559.13629728923
21567,2020,CA,CDF,SHU,INWOOD,00007560,2020/07/31 00:00:00+00,2020/07/31 00:00:00+00,11,,11,10.81982136,1,1,,75886.60553633,1545.97998253957
21568,2020,CA,CDF,SHU,DERSCH,00011068,2020/10/25 00:00:00+00,2021/01/25 00:00:00+00,7,,133,133.29954529,1,1,,933421.088807115,9483.09342367267
21570,2020,CA,CDF,AEU,CRONAN FIRE,00016219,2020/06/09 00:00:00+00,2020/06/09 00:00:00+00,2,,28,28.27120781,1,1,,188749.994499985,1949.28488036455
21571,2020,CA,CDF,SHU,RIDGE,00009476,2020/09/14 00:00:00+00,2021/01/14 00:00:00+00,10,,18.5,17.10545158,1,1,,119773.09770197,2050.81824290577
21572,2020,CA,CDF,AEU,CLAY FIRE,00022430,2020/07/29 00:00:00+00,2020/07/29 00:00:00+00,3,,741,740.11230469,1,1,,4886122.66499997,15488.6603637005
21573,2020,CA,CDF,AEU,MEISS FIRE,00024350,2020/08/13 00:00:00+00,2020/08/13 00:00:00+00,9,,512,509.14715576,1,1,,3365238.54735003,10408.3486832624
21574,2020,CA,CDF,FKU,DEN,00006845,2020/05/23 00:00:00+00,2020/05/23 00:00:00+00,11,,42.87516,42.87516403,1,1,,264731.420355555,2238.8333092011
21575,2020,CA,CDF,FKU,FRONTIER,00008754,2020/06/23 00:00:00+00,2020/06/23 00:00:00+00,7,,21.7087,21.70869827,1,1,,137924.599553135,1565.04846422796
21576,2020,CA,CDF,FKU,GATOS,00005504,2020/04/26 00:00:00+00,2020/04/26 00:00:00+00,2,,31.95898,31.95898438,1,1,,199029.63463775,2149.26485260553
21577,2020,CA,CDF,FKU,HILLS,00011121,2020/07/28 00:00:00+00,2020/07/28 00:00:00+00,9,,44.13896,44.13895798,1,1,,278570.28621585,3468.79641357227
21578,2020,CA,CDF,FKU,HILLS,00012279,2020/08/15 00:00:00+00,2020/09/27 00:00:00+00,1,,2120.98,2120.98022461,2,1,,13134178.907027,20374.5168819527
21579,2020,CA,CDF,FKU,KINGS,00009658,2020/07/05 00:00:00+00,2020/07/05 00:00:00+00,2,,65.94609,65.9460907,1,1,,416526.98514873,3621.5883750016
21581,2020,CA,CDF,FKU,SUTTER,00006911,2020/05/24 00:00:00+00,2020/05/24 00:00:00+00,11,,26.95898,26.95898438,1,1,,167316.239064695,1946.58446635644
21582,2020,CA,CDF,FKU,SYCAMORE,00008701,2020/06/23 00:00:00+00,2020/06/25 00:00:00+00,7,,26.59245,26.592453,1,1,,168936.405602875,2418.98911378588
21583,2020,CA,CDF,FKU,THERMAL,00013123,2020/08/30 00:00:00+00,2020/08/30 00:00:00+00,11,,11.4255,11.42549992,1,1,,72166.09202263,1779.66410364789
21584,2020,CA,CDF,FKU,TODD,00010991,2020/07/26 00:00:00+00,2020/07/26 00:00:00+00,2,,13.09678,13.09678078,1,1,,82632.56773255,1596.15051546907
21585,2020,CA,CDF,FKU,TAR,00012129,2020/08/13 00:00:00+00,2020/08/18 00:00:00+00,1,,20.48829,20.48829269,1,1,,126743.35664703,1688.98888371636
21586,2020,CA,CDF,AEU,MURPHY FIRE,00024956,2020/08/17 00:00:00+00,2020/08/17 00:00:00+00,11,,14,13.25112438,1,1,,88455.004399995,1534.42229322527
21587,2020,CA,CDF,AEU,COPPER FIRE,00029600,2020/09/30 00:00:00+00,2020/09/30 00:00:00+00,3,,47,46.58340836,1,1,,308142.89795003,3134.08453331267
21588,2020,CA,CDF,AEU,CAMERON FIRE,00031579,2020/10/18 00:00:00+00,2020/10/18 00:00:00+00,10,,15,14.4260416,1,1,,95882.97109997,2402.6901674333
21589,2020,CA,CDF,AEU,LIBERTY FIRE,00017224,2020/06/17 00:00:00+00,2020/06/17 00:00:00+00,5,,88.9,88.69255066,1,1,,582786.99489996,6146.40818300043
21590,2020,CA,CDF,AEU,LAMBERT FIRE,00030112,2020/10/04 00:00:00+00,2020/10/04 00:00:00+00,9,,22,21.81626701,1,1,,144216.93610403,1873.86696653436
21591,2020,CA,CDF,BEU,CROSS,00004975,2020/10/07 00:00:00+00,2020/10/07 00:00:00+00,2,"Grass fire
",25,24.49596977,1,1,,151625.85481981,2109.64549140268
21592,2020,CA,CDF,BEU,BROWN,00004730,2020/09/22 00:00:00+00,2020/09/23 00:00:00+00,11,"Grass fire
",18,18.35329628,1,1,,116118.153724055,1399.6930505029
21593,2020,CA,CDF,BEU,BOOMER,00003228,2020/07/04 00:00:00+00,2020/07/05 00:00:00+00,14,"Brush or brush-and-grass mixture fire
",15,10.92988873,1,1,,69080.48604785,1436.73006419981
21594,2020,CA,CDF,BEU,BRADLEY,00002699,2020/06/08 00:00:00+00,2020/06/09 00:00:00+00,2,"Grass fire
",230,230.35476685,1,1,,1424371.09214509,5835.15003698049
21596,2020,CA,CDF,BEU,COPPERHEAD,00005318,2020/10/26 00:00:00+00,2020/10/26 00:00:00+00,2,"Brush or brush-and-grass mixture fire
",23,22.66811562,1,1,,139948.166073235,1915.84854180567
21597,2020,CA,CDF,BEU,CIRCLE,00004978,2020/10/07 00:00:00+00,2020/10/08 00:00:00+00,8,Brush or brush-and-grass mixture fire,8,32.20207214,1,1,,200531.373464315,2582.13548688163
21598,2020,CA,CDF,BEU,COYOTE,00003441,2020/07/15 00:00:00+00,2020/07/18 00:00:00+00,14,"Brush or brush-and-grass mixture fire
",1485,1485.07531738,1,1,,9360859.62698407,16996.4970122152
21599,2020,CA,CDF,BEU,FRUDDEN,00002608,2020/06/03 00:00:00+00,2020/06/04 00:00:00+00,14,"Grass fire
",43,43.21142578,1,1,,267048.298787395,2652.84524639192
